reviewId,userName,content,score,thumbsUpCount,at,appVersion,Sentiment,Sentiment Score
14bdb7c7-9d88-45ef-8736-18a061771591,"MD,Jaweal Rana",Good,4,1,2023-03-15 16:30:48,,POSITIVE,0.9984152317047119
9a9c28d1-df3c-4b98-9c23-9ac81fa305ef,Riffat,Nationality icon not clicking and not going ahead. Useless,1,8,2023-03-15 13:51:58,1.8.1,NEGATIVE,0.999495267868042
b56f3d5d-0ff1-448f-8da8-6a85918ce58f,Md.Hasanur Rahman,Alhamdulillah,3,0,2023-03-15 12:32:23,1.8.1,POSITIVE,0.9959589838981628
61077aac-6423-40b0-897a-c1ea45c656ec,Farhena Banu,Worst application 👎👎,1,0,2023-03-15 09:31:41,1.8.1,NEGATIVE,0.9994730353355408
284610ef-4c5b-42c4-ac86-e0e70d28f52d,Yubaraj Lama,Good,5,0,2023-03-13 23:44:56,1.8.1,POSITIVE,0.9984152317047119
c886e7d0-1d8a-4457-b5b3-b26569cca67d,Samir Chhetri,Good,5,0,2023-03-13 02:51:41,,POSITIVE,0.9984152317047119
a6a71eab-56f5-471a-9f93-b2efc40120a8,Sol Sammany,"Very bad experience, digitalisation will never happen in the Kingdom",1,43,2023-03-12 13:58:10,1.8.1,NEGATIVE,0.9994599223136902
d5633c21-a963-4c8a-9fb2-1b9a90710b19,rinku sheikh,"I can't login....just say ""something went wrong please try again later"" 😴😴😴",1,3,2023-03-12 09:22:57,1.8.1,NEGATIVE,0.9922789335250854
ed510491-e8d7-46e9-b515-c4b9641f909f,Esenam Nelly,It's a very nice app I'm using in Saudi Arabia 🇸🇦 (KSA). Pls guy's use it and u won't be disappointed. I love tawakkalna❤️❤️❤️❤️❤️,5,0,2023-03-12 09:06:20,,POSITIVE,0.9988732933998108
056a581d-f57b-4bc1-93bc-4ace97c14288,Sujauddin Khan,60 ciy y I have to ft🌓🌛,3,0,2023-03-12 08:58:45,1.0.0,POSITIVE,0.9928554892539978
872603cd-be3c-40d2-ae0a-f502e82b8f4e,mosharuf hosian,Masha Allah,5,0,2023-03-11 13:14:45,1.8.1,POSITIVE,0.9945167899131775
90fac30e-3086-4ee2-a2be-32e17d765166,Md Riyed Khan,nice,5,0,2023-03-11 10:05:19,,POSITIVE,0.9972729086875916
42858a89-e905-45b2-8188-808f1cfcc237,Khaled Loubani,🌟 🌟 🌟 🌟 🌟,5,0,2023-03-10 10:52:14,1.8.1,POSITIVE,0.9980208873748779
e8723d56-2729-438c-8c11-8bc0026b7c7f,LENNAR “Nnelraye” PEREZ,Not good,1,0,2023-03-09 23:15:03,,NEGATIVE,0.999464213848114
277c9967-2aab-41bb-982f-2d20e22ce502,Biplob As939,Good,5,0,2023-03-09 18:33:39,,POSITIVE,0.9984152317047119
5d9d7b72-ff3f-40ed-b463-226cd82b5d0a,md Azad,good,4,0,2023-03-09 17:57:17,,POSITIVE,0.9985306262969971
b7b2c902-56ce-476c-aeb2-73435ca65342,MD Nirob,nice,5,0,2023-03-09 11:27:20,,POSITIVE,0.9972729086875916
2577aae9-3fb9-45f9-a864-56e7b7334620,Zohaib Riaz,Perfect app,5,0,2023-03-09 10:17:26,,POSITIVE,0.9987319111824036
af3a35c0-f5c8-4d83-956d-8452c0a73432,Nojrol Mia,Good app,5,0,2023-03-09 09:37:02,1.8.1,POSITIVE,0.9987263083457947
b0e6ee29-51b6-4d31-b0c2-c49d666af3e2,Sabeel Kdy,Excellent,4,1,2023-03-06 06:56:45,1.8.1,POSITIVE,0.998581051826477
2aa5cace-2611-4630-b461-e21476bfd921,Yasser Alshandidi,Very good,5,0,2023-03-04 19:57:40,,POSITIVE,0.9986018538475037
c33f5047-52b3-4e52-977a-fee3625f01ca,Faeem Hussain,Nice very good,5,0,2023-03-04 19:13:11,,POSITIVE,0.9986532926559448
f93f4d23-6d88-44ce-b75c-0baed82c78aa,Md Moshahid,Good app,5,0,2023-03-04 15:28:18,1.8.1,POSITIVE,0.9987263083457947
3c9bf1df-7c60-4867-9b90-a556e3d9bcdb,Muhammad Mizanur,Very bad experience,1,0,2023-03-04 12:38:16,1.8.0,NEGATIVE,0.999484658241272
bc3b47e6-a511-41c7-b2ab-610553526783,Mdliton Litonkhan,nice,5,0,2023-03-04 11:07:35,,POSITIVE,0.9972729086875916
9e969ada-d8db-4117-a6ab-a1de1fb6c794,Abdishukri Haji,Excellent,5,0,2023-03-03 18:12:19,,POSITIVE,0.998581051826477
b8e533ab-a916-405a-ab10-9b587a1f0950,Moahmmdsufol Moahmmdsufol,Mohammad sufolmiah,5,0,2023-03-03 16:33:11,1.8.1,POSITIVE,0.7334532141685486
3069921a-760d-4ee0-bc71-763fe92035da,Abdulla Keedath,Thawakkalnaape,5,0,2023-03-03 10:12:57,1.8.1,POSITIVE,0.9821882843971252
2d8b0ff0-6e99-41fb-a528-1e5ac1ef3f34,AR Rahaman,Good,5,0,2023-03-02 12:04:15,1.8.1,POSITIVE,0.9984152317047119
78b959e4-c757-4b5d-8e3b-3510f7c92632,Sarfraz Ahmad276,Bad service . Exprid data not show,1,0,2023-03-02 02:54:08,,NEGATIVE,0.9995032548904419
945705ca-112f-4f22-a703-748504864c68,Engr Rohul Amin,Nice,5,0,2023-03-01 20:28:49,,POSITIVE,0.9977694749832153
8f1d1b5f-77c2-43c1-8fe2-4ad773a508db,Muhammad Idrees,Good service,5,0,2023-03-01 18:40:17,1.0.0,POSITIVE,0.99883633852005
8e1341de-11ff-4f72-b144-0c4801a787ca,Selim Sheik,NCAA....,2,0,2023-03-01 16:31:57,,POSITIVE,0.9160131812095642
8d525531-12e3-47c1-ae9a-0b5c0be08f6d,Mohamed Abdirahman,"Unfortunately, a very poorly managed app, shouldn't be used for certain services such as issuing permits for Rawda Prayers. The app frequently fails in giving people real-time appointments and keeps offering false hope by displaying available dates which disappear upon application process!",1,368,2023-03-01 16:08:44,1.8.1,NEGATIVE,0.9995099306106567
e2170b0c-1756-41a2-aa65-c2745669a315,Khalid Nawaz,Very very bad,1,0,2023-02-28 21:38:15,,NEGATIVE,0.9994558691978455
0ea57d68-e9bc-43ee-b688-a478cc69e357,Shadab Ali,Good,5,0,2023-02-28 15:12:36,1.8.1,POSITIVE,0.9984152317047119
7ecdcf15-9344-4a1d-9cef-e89a11595c8b,Zahid Mohammed,It's good for everything,5,1,2023-02-27 12:21:15,,POSITIVE,0.998042106628418
6f5e6ec5-732a-45a6-981f-71f4e97caf9d,Shoukath Chalil,🤲,3,0,2023-02-26 15:23:42,1.8.1,POSITIVE,0.9982591271400452
dc20a03c-d1b5-413d-bd0c-a1cd459a3054,Nazim Khan,Bast devolpr award winning. ..... Brother rally nice and helpfull,5,1,2023-02-26 14:43:52,1.8.1,POSITIVE,0.9986792206764221
9f0b50b8-1613-43ff-b911-83ea9d79eb13,Brian Eben,Great service,4,1,2023-02-26 13:11:56,1.8.1,POSITIVE,0.9988126754760742
90b8cce6-5047-4558-b39b-de4497dc32c6,Mosharaf Hossain,Good app,5,0,2023-02-25 19:13:40,1.8.0,POSITIVE,0.9987263083457947
8b22431d-cb1c-4c65-bced-83e716743ce5,Babu Azmi,Good,5,0,2023-02-25 17:14:02,,POSITIVE,0.9984152317047119
7c5874cd-ca94-48b2-9e3c-c07287672c35,aftab anwar,It's very helpful in all ways,5,1,2023-02-25 09:04:53,1.3.2,POSITIVE,0.9988337159156799
eb25dedb-aa6e-4467-ab82-3a2e83ea1a51,SyCo RaJpOoT,Good,5,0,2023-02-24 21:45:39,,POSITIVE,0.9984152317047119
471910fa-2b0e-4bc4-8657-8204b19a50a8,Ashraful Islam,Good,5,0,2023-02-24 19:27:30,1.5.0,POSITIVE,0.9984152317047119
859da142-1685-4c86-bf68-597c79a1283c,Syed Basha,I loved it,5,0,2023-02-24 16:53:26,1.8.1,POSITIVE,0.9988200068473816
d316d1c0-e02e-46e9-bedf-d693c6dcdafd,Umar Idris,Good,5,0,2023-02-24 14:32:39,,POSITIVE,0.9984152317047119
aa598198-2c49-41c6-81cc-29c1b18babda,Mohammed Javed,Good,5,0,2023-02-24 05:37:49,1.8.1,POSITIVE,0.9984152317047119
e7dc97b9-b77c-42b2-93e2-110068730a29,md monir mondol md monir mondol,nice app,5,0,2023-02-23 18:55:01,,POSITIVE,0.998537540435791
b917cdf0-5579-43eb-b419-bdbca9fadb66,Nura Ahmed,Very Nice 👍,5,0,2023-02-23 12:01:53,,POSITIVE,0.9986318945884705
e3b2294d-3fce-445e-b9a8-eeaa8185e1bd,Md Habib Khan,On new updated not showing expire date 😔😔😔,5,6,2023-02-22 19:25:36,1.8.1,POSITIVE,0.9983252882957458
57b0ce06-c3a5-4598-8404-848ca5a07411,Jacky Malik,Good application for digital,5,0,2023-02-22 19:02:20,,POSITIVE,0.9985727071762085
715f537b-543b-4b3e-b289-c09f628c8027,Salman Ansari,Fabulous 👌,5,0,2023-02-22 17:23:51,1.8.1,POSITIVE,0.9986988306045532
d6c58110-1a51-4bad-b868-2cd219651aec,Aqil Imam,Okk,4,1,2023-02-22 16:37:06,1.4.2,NEGATIVE,0.9918361306190491
b3612ef8-312d-43fc-9b2f-8b66269bf4aa,kuya bugoyks,Very nice application,5,0,2023-02-22 14:10:38,1.8.1,POSITIVE,0.9986717700958252
175d6d7a-bd2f-4aea-b06b-cc190a28afa3,Kafiys Khan,V nice app,5,0,2023-02-22 11:40:44,,POSITIVE,0.9985692501068115
35ad896c-1d94-4b59-a5aa-229e53fdf7b4,Gul Mohammad,Jim koi l our 😲,5,0,2023-02-22 09:58:33,1.5.0,POSITIVE,0.9986051917076111
a64e8922-deff-4141-968e-d09997e77e53,Mahtab Hussian,Mashallah,5,0,2023-02-22 07:17:48,,POSITIVE,0.9931829571723938
dfc7d2f3-15e8-44f1-a889-1cd3030d7c4d,liff louie ramos,Good system,5,0,2023-02-21 15:57:49,1.8.1,POSITIVE,0.9988013505935669
aee1145f-c835-4d15-af92-aa3c90a9dc35,Mridul Hossain,Average,1,0,2023-02-21 01:00:07,,NEGATIVE,0.9980894923210144
6f078bfb-66da-43b3-83bc-01bb75d44d02,Khan Mahmud,wow,5,0,2023-02-21 00:35:02,1.8.0,POSITIVE,0.9957777261734009
8534b563-b254-418b-8a5e-2c6e7feb8ed7,Narendar Gupt,Very good service,5,0,2023-02-20 19:53:09,,POSITIVE,0.9988430738449097
057b10ef-e1ae-4ca2-b4df-de34fb63b432,m Raza,Nice way for the personal information about the job in Saudi Arabia,4,1,2023-02-20 17:37:29,1.8.0,POSITIVE,0.9988497495651245
03e9c1fd-d875-485b-91a2-d6f0f847a6fc,Anisur Rahman,Nice app,5,0,2023-02-20 16:41:48,1.8.0,POSITIVE,0.9985741376876831
009f9737-c834-4673-8a5d-bc0e82c4a587,Azeez Azeez,Goog,5,0,2023-02-20 05:54:27,,NEGATIVE,0.8966516256332397
62e5631f-6a95-4ffb-9c12-4083a7f44113,mdshobuj mdshobuj,Nic,5,0,2023-02-19 17:06:53,1.8.0,POSITIVE,0.986562967300415
03d7af7e-8704-4eea-88dc-5c567ea14a9b,Miah Ismail,ESE ES ES 3LA E ESE es Ligae ESEEEEEEEEEEEEEEEEEEEEEEEEE Ligae ESEEEEEEEEEEEEEEEEEEEEEEEEE,1,0,2023-02-19 17:00:05,1.7.0,POSITIVE,0.9971292614936829
9de90a03-ab6d-429d-b11e-03eb63d527dd,hamza mushtaq,outstanding,5,0,2023-02-19 16:21:06,1.5.0,POSITIVE,0.9986408352851868
715d1563-2ff5-4871-8e67-a1a64d17165c,rahanas jubail,"On new update, not showing expiry date of our documents (Iqama , D/L)etc",1,63,2023-02-19 16:14:09,1.8.0,NEGATIVE,0.999030351638794
90520c5d-f933-4f91-834d-efaf18ccde1e,sameerkoori Sameer,Good,5,0,2023-02-19 15:41:03,1.5.0,POSITIVE,0.9984152317047119
229a1c66-5853-4e00-99f7-6b489f9e83c0,md Hasan mahmud,Good,5,0,2023-02-18 23:03:02,1.8.0,POSITIVE,0.9984152317047119
76a2cffc-9c16-4896-9b08-cac2f007a559,Sajna Ashique,Satisfied,5,0,2023-02-18 09:59:50,1.4.2,POSITIVE,0.9985979199409485
054eec6b-e5f4-42d8-afe6-8f1c216dc85a,amel lisa,Nice,1,0,2023-02-18 08:57:14,1.8.0,POSITIVE,0.9977694749832153
116e81fe-55e6-43d2-9697-4cdaa33a2c34,Ggttg Fgh,Nic,5,0,2023-02-17 18:40:43,,POSITIVE,0.986562967300415
7343767f-03e6-44c6-95d4-350ecc169203,Umair Iqbal,Good,5,0,2023-02-17 11:35:38,1.4.1,POSITIVE,0.9984152317047119
5f02e3b7-f0d7-44b1-8fb9-7130bdae7965,MD.Bellal hossain Azad,Good,5,0,2023-02-17 10:19:16,,POSITIVE,0.9984152317047119
b1e36c23-c3b4-4c9f-92fe-50178605737e,Inayat hussain Inayat,Good app,4,0,2023-02-17 10:12:17,,POSITIVE,0.9987263083457947
5e5c3a72-05c7-48ce-a3e5-82df7ffa99e2,muneer s,Good,5,0,2023-02-16 22:37:22,,POSITIVE,0.9984152317047119
7f4d0404-1fb6-496b-97c9-3af664233495,yousaf jan,Good,5,0,2023-02-16 18:43:51,1.8.0,POSITIVE,0.9984152317047119
8f8b4e56-5ae6-4648-85d7-de1f491ab81c,Manjari Dong,All,1,0,2023-02-16 17:12:13,1.5.0,POSITIVE,0.9916467070579529
3ca9d43c-c212-48f7-91cc-9415879e4c2a,miraj sk,Worst app,1,0,2023-02-16 10:07:13,,NEGATIVE,0.9994810223579407
0215db4d-c4d4-48d1-a499-ffc14a2b216b,SUNil SAHANi,Good app tawakkalna,4,1,2023-02-14 21:10:29,1.7.0,POSITIVE,0.998548686504364
436477b8-721e-4bed-a149-af8d1fe3eeeb,speegu,I can not log in as the nationality window is unresponsive and I can't put my nationality in it,1,0,2023-02-14 17:26:34,1.8.0,NEGATIVE,0.9994993209838867
9d0a6ad9-c9ce-4992-8386-a0c5440e309d,Md nahid alom Sha,Nice,5,0,2023-02-13 22:59:47,,POSITIVE,0.9977694749832153
d7f4975a-6138-4673-b551-89eb2bf278c6,Irwan Irwandi,Nice nice nice,5,0,2023-02-13 21:53:55,1.5.0,POSITIVE,0.9980142116546631
9968746d-fd51-4445-81c3-57d7a2878abd,Abid Ali,It's very good & informative for the people.,4,6,2023-02-13 04:58:38,1.8.0,POSITIVE,0.9988517761230469
0528cb39-a0c9-40e5-8072-8089113d804d,Madbor Ashraf,THIS APP To MUCH BETTER,3,0,2023-02-13 03:16:37,1.8.0,POSITIVE,0.9964266419410706
d061a5ac-327f-4653-98b5-a80f9d585899,fadl almaghrabi,Not accurate education resume at all and no one to contact to correct. Some one put as he wish title in my experience. What a load of garbage application,1,349,2023-02-12 20:49:25,1.8.0,NEGATIVE,0.9995059967041016
0f19095a-de9e-4dc3-bac5-71c5ed40996c,Miswauddin Khan,Good,3,0,2023-02-12 18:15:47,1.0.0,POSITIVE,0.9984152317047119
6fd1249c-da5b-439c-94a5-7028848dfb67,Mohd Sikandar,Thanks for tawakkalna,5,0,2023-02-12 17:03:47,1.7.0,POSITIVE,0.9983928799629211
23117875-ec9e-46c2-b41b-0f9bd49892ab,Waqas Khan,Nice app,5,0,2023-02-12 15:29:34,,POSITIVE,0.9985741376876831
1bb6ef65-1e95-4abc-a2a1-26aad25d7cf3,Rana Kawsar,Good Apps,5,0,2023-02-12 11:17:57,1.7.0,POSITIVE,0.9986299276351929
f5174715-5786-433d-b98f-9d63ada25197,MUHAMMADALI- AV,Good,5,0,2023-02-11 19:38:59,1.8.0,POSITIVE,0.9984152317047119
c79dd179-3bfe-4d60-a719-c12058c28b05,Abusaid Molla,Very nice Apps,5,0,2023-02-11 09:20:36,1.3.2,POSITIVE,0.9985878467559814
5854e34c-cd59-45b8-b13b-a175512b5839,Naushad Ali,Good 👍,4,0,2023-02-11 04:36:57,,POSITIVE,0.9986507296562195
4e650be9-3ec1-4455-89bb-70fb69c42260,Md Shakil,nice app,5,0,2023-02-10 23:02:23,1.7.0,POSITIVE,0.998537540435791
a9f2bb46-f953-464f-865c-d0a8f23bf82d,Js Jshhsjs,Just now world was free from Chinese dirty business why still now need this application in KSA PLZ FINISHED FROM MIDDLE EAST COUNTRIES THANKS,1,3,2023-02-10 19:21:56,1.8.0,NEGATIVE,0.9717798829078674
9cacf952-bb0f-4a5f-bc6b-68dc85a8dcb8,Bhim Electronic,Good apps,4,1,2023-02-10 14:58:59,1.8.0,POSITIVE,0.9986134767532349
2cd88c7a-49b9-4ada-b455-ff482a472394,Mukhtar Ali,Nice 👍,2,0,2023-02-10 14:20:19,1.7.0,POSITIVE,0.9986405968666077
0a977a00-b743-4776-8d24-319a894a9ac9,mohd abdul hakeem,Good app,5,0,2023-02-10 13:57:28,1.5.0,POSITIVE,0.9987263083457947
29e0957a-47fc-4c99-b4e3-578b7749b8a6,Rana Adnan,Good luck,5,0,2023-02-10 13:00:42,1.5.0,POSITIVE,0.9983501434326172
7635e15b-307a-4622-a517-f342ee6a2198,Latif Ullah,Tawakalana is the greatest apps. Thank you,5,1,2023-02-10 10:49:45,1.7.0,POSITIVE,0.9987291693687439
c634ce94-46aa-4a69-9014-f4131f15dd31,Sarfraz Sunny,Good,5,0,2023-02-10 10:37:00,1.5.0,POSITIVE,0.9984152317047119
44f8c5a2-8f21-4e41-a1ee-17b2ee03fe07,Rahim Uddin,Very well,5,0,2023-02-10 10:22:44,,POSITIVE,0.998598039150238
4da8567d-cd76-482e-a732-9a4584b1c0cd,Nh Nazmul Hossen,Good app,5,0,2023-02-10 10:22:32,1.4.2,POSITIVE,0.9987263083457947
2785e3a9-9023-47b8-b0fd-15f424e37635,Muhammad Arshad,Very good,5,0,2023-02-10 10:18:20,1.5.0,POSITIVE,0.9986018538475037
948698cd-a6b2-4ce2-82a7-dabd4510a63d,Jaweraya Hadi,Ok,5,0,2023-02-10 07:09:00,1.8.0,NEGATIVE,0.9943146109580994
09f775a8-f60f-4268-aa32-6c5771e4845d,SAMROZ IMAM KHAN,Bekar app,1,0,2023-02-09 20:12:27,,POSITIVE,0.9908884763717651
a11617b7-2d9f-41d2-8d53-3a16522c8dc8,Huram Sul,Nice,5,0,2023-02-09 16:41:24,1.5.0,POSITIVE,0.9977694749832153
20707757-df84-4f24-bba6-5baae5572c64,Suliman khan,Good,5,0,2023-02-09 14:35:09,,POSITIVE,0.9984152317047119
a5d98f3f-0f2b-4e77-bf4e-c7d4cd24cc2a,Ak Hakim Hakim,Good,5,0,2023-02-09 14:19:21,1.5.0,POSITIVE,0.9984152317047119
5b32e468-efef-4b22-9c76-4632e77e6776,Sohidul Ksa,good,5,0,2023-02-09 08:17:39,1.7.0,POSITIVE,0.9985306262969971
89080548-40c8-48b8-bb51-dc55b0e0cb27,E Freez (e_freez),Really useful and helpful app,5,0,2023-02-08 20:20:12,,POSITIVE,0.9988023042678833
28738aa0-2aa1-4033-99b4-fcdb9b3a7c27,MDDayalmia 7766,Nice,5,1,2023-02-08 15:33:45,1.8.0,POSITIVE,0.9977694749832153
a2fbfebf-2ad2-47c1-a765-81d22ed94c5f,M N sheikh,Good,5,0,2023-02-08 14:31:50,1.7.0,POSITIVE,0.9984152317047119
296c33ab-f76d-42e3-b52c-d5601ce6ea4d,جمشید عالم,Good,4,0,2023-02-08 13:55:04,1.7.0,POSITIVE,0.9984152317047119
ecb14462-01b5-46b7-afef-a13014ee6ae7,aminul ssaass,Good App's,5,0,2023-02-08 13:26:33,,POSITIVE,0.9985326528549194
f242ec06-a1ec-4dfe-97b9-43c0ee366ca7,MD SUJON,nice,5,0,2023-02-08 09:34:36,1.7.0,POSITIVE,0.9972729086875916
085492d3-ab0b-4301-a09d-c5823868172b,Riyaz Mahmud,Nc,5,0,2023-02-07 20:17:08,,NEGATIVE,0.9112511277198792
273755dd-ea98-4bb5-92ed-a552afc3d024,ᴍᴏʜᴀᴍᴍᴀᴅ ʀᴀʜᴀᴅ,"Alhamdulillah.. "" 🥰😍🌺",5,0,2023-02-07 20:07:48,1.4.2,POSITIVE,0.9985993504524231
141946d8-b245-45ce-9fc6-eaa5bf3868c8,Muhammad Wasim,Zabardas,5,0,2023-02-07 19:12:34,1.7.0,POSITIVE,0.9456602931022644
b8ecf4b0-7699-47fc-9932-7da0b106c02c,Yousaf Ayan,Can somebody fix the nationality drop down issue!!!!,1,0,2023-02-07 17:18:37,,NEGATIVE,0.9980260729789734
f90ab170-f0f5-4d58-928c-f5f203e8b444,Mehmood Maqdoom,Good app 👌,5,0,2023-02-07 16:45:22,1.7.0,POSITIVE,0.9988093376159668
2e9416f6-7a10-4764-a238-2cd54a6712db,Shajidul Islam,Gd,4,1,2023-02-07 15:53:44,1.7.0,POSITIVE,0.6228737831115723
ec2a28a9-24f9-4987-b988-789fe03e6668,Shahid hChachar,Found satisfactory,5,0,2023-02-07 15:40:37,1.8.0,POSITIVE,0.998121440410614
fd301a90-1c69-4cd2-8a3f-024d6cb464e5,Jhong Jhong,Jißznn #d4###,5,0,2023-02-07 15:35:53,1.0.0,POSITIVE,0.9886178374290466
932efda1-95e6-4e06-8a56-0316afe93580,Sambhu Yadav,Good,5,0,2023-02-07 15:23:42,1.7.0,POSITIVE,0.9984152317047119
aa9ac865-41a0-435e-ab59-21de517d8a0f,Shahbaz Rana,Very nice and good service its mostly helpful for digital I'd card I like it very much,5,67,2023-02-07 06:39:29,1.8.0,POSITIVE,0.9989161491394043
82a46a45-dbf0-4e8a-972d-09446d3d99d6,Karim Khan Khan,Amazing,5,0,2023-02-07 06:15:48,1.7.0,POSITIVE,0.9986121654510498
88e43257-5f51-46ec-b2a3-9736939433c7,Jabed Khan,Very nice,2,0,2023-02-06 11:22:01,1.7.0,POSITIVE,0.9986618757247925
f789939d-5c01-4e1e-88a3-5eda6eacc1f9,Shoaib Mohammed,It's not installing only,1,0,2023-02-06 11:21:05,,POSITIVE,0.9882645606994629
9e877892-323a-4d32-9a9c-e92118440a47,MOHAMMAD JOALOUR RAHMAN,Excellent,5,0,2023-02-06 11:06:22,,POSITIVE,0.998581051826477
e9e76de4-adf3-4622-87c9-6262b1d38890,SAS AHMED,Awesome,5,0,2023-02-05 19:02:47,,POSITIVE,0.9986000657081604
b6ba3c6f-0495-49ab-9300-698595f4cd1e,Robi Ksa,Google,5,0,2023-02-05 17:36:09,,POSITIVE,0.887849748134613
f0df1925-a736-4335-a788-68e8fea6a90b,Ne Zq,Sahajan,5,0,2023-02-05 06:09:58,,POSITIVE,0.9865486025810242
894d02f9-07e4-43bf-8bd5-abd7c4afd447,srinivas Nandhaiahgari,Naice app,5,0,2023-02-05 05:39:29,1.8.0,POSITIVE,0.9827330112457275
f78cd6b9-3b69-45da-a571-1e284cc975cc,Ali Hassan,Alihassan,5,0,2023-02-03 20:11:22,1.7.0,POSITIVE,0.9940057992935181
b30d5c64-7e5e-4398-b972-eea187226f08,Tarekul Islam,Nice,5,0,2023-02-03 18:58:38,,POSITIVE,0.9977694749832153
7cf435de-b8cd-4749-9785-a379a49d9757,Kaisar Selim,Very good,5,0,2023-02-03 11:38:55,1.7.0,POSITIVE,0.9986018538475037
badb75a0-87ef-4a62-bd0e-f3455de520df,usman Ali,I like app,5,0,2023-02-03 07:29:54,,POSITIVE,0.9986740350723267
73674ac7-0b7b-4371-b29c-deea9d4499ea,Hassan Khan,allhamdulliah,5,1,2023-02-02 16:37:04,1.7.0,NEGATIVE,0.9236579537391663
1e8b9dbe-0b7e-40b9-aa93-bffe82ca861f,BYAHERONG OFW,This apps is very useful and informative,5,0,2023-02-02 06:59:25,1.7.0,POSITIVE,0.9988522529602051
42df77fb-4b54-428a-95d2-47f8a3d23eb2,Mahfuj Sadia,good,5,0,2023-02-01 23:08:12,,POSITIVE,0.9985306262969971
34bfc12a-c7cd-431f-914e-afd1f65c4f7a,Lenin Das Yesudasan,The worst application I've ever used.. Total waste of time... 🤮🤮🤮🤮🤮🤮🤮🤬🤬🤬🤬🤬🤬🤬🤬🤬,1,5,2023-02-01 18:04:12,1.7.0,NEGATIVE,0.9995049238204956
703d19f2-df42-43ea-9769-a11ad323ec2c,Ahmed Naveed,Always Good Service,5,0,2023-02-01 12:31:59,1.7.0,POSITIVE,0.9988356232643127
287fc98d-cdd3-4e7e-8923-7d9f47e0f4a3,Tufail Mughal,Good,5,0,2023-02-01 10:04:15,1.7.0,POSITIVE,0.9984152317047119
e2a8db50-55b7-4276-aaf0-39a964213be0,shaikh Munawar,Very good service 👍,5,0,2023-01-30 21:44:49,1.7.0,POSITIVE,0.9988609552383423
cbcc1c09-a269-449f-8953-f2b440f65eda,M AWLAD HOSSAIN,Nice,5,0,2023-01-28 13:28:15,,POSITIVE,0.9977694749832153
c30d091d-2ea6-44ac-a40e-20b42cf4a152,oscem khan tik tok,Nice app,4,1,2023-01-27 20:42:59,1.7.0,POSITIVE,0.9985741376876831
9ac38a48-1363-44ef-8fa0-e20996a32d0d,akhtar nadeem,Thanks you,5,0,2023-01-25 18:48:05,1.0.0,POSITIVE,0.9987059831619263
3ec00ace-9fde-471d-8c19-f91ba3154cf5,Noorul isam,Not working in my vivo x70,1,0,2023-01-25 10:30:30,,NEGATIVE,0.9994508624076843
3e5bbd61-7ff3-41ea-90ed-27aae33483d3,Mostafa Miah,Good apps,3,0,2023-01-24 20:56:40,1.7.0,POSITIVE,0.9986134767532349
87108271-3b9e-47de-96b0-caa50bc7f9ce,MOHAMMED ALI,Gy,5,0,2023-01-23 18:34:35,1.7.0,POSITIVE,0.9866439700126648
8d2e6448-1149-4892-86a3-f590ae092408,Ravinder singh,Nice application...,5,0,2023-01-23 16:38:46,,POSITIVE,0.9984675049781799
11891d55-8c41-4208-89cf-4d7c082fadf7,Ehab Mahran,It's great app,5,1,2023-01-21 05:36:07,1.7.0,POSITIVE,0.9987502098083496
acd4f847-6e2b-4f19-aed4-32f3b6120d4f,alexandra Zaher,"I can't register, keep telling me check all information are correct.",1,1,2023-01-20 23:00:49,,NEGATIVE,0.9995050430297852
3c18c404-2bdb-41a1-8272-5c2c55837c84,Ghulam Murtaza,Good,5,0,2023-01-20 21:20:28,1.7.0,POSITIVE,0.9984152317047119
03ffcdbc-180e-429b-aec8-6fd39c68ca13,Yaseen Khan,Amazing,5,0,2023-01-20 18:17:18,1.7.0,POSITIVE,0.9986121654510498
b4e8bd16-b196-4228-b346-d71fad9755ab,Malik Ishaq,I can Update app but he can't working,1,2,2023-01-20 07:39:37,1.7.0,NEGATIVE,0.9994863271713257
6bcbfbca-ec5b-4c1c-92e8-a006f3eb4d61,Raka Md Janu Khan,Very good apps .Mashallah,5,0,2023-01-20 07:07:30,1.7.0,POSITIVE,0.9985795021057129
7fc0fb0e-de50-4ad8-aeff-1e3b7c90b909,Muneeb Rehman,Very aggressive app ireally like this,5,0,2023-01-20 05:52:56,1.7.0,NEGATIVE,0.9909454584121704
f4976751-a562-45da-8172-c5ddefa72bdd,haris shamoon,"When i tried to register, The nationally section is not opening. Dont know what is the problem tried multiple times.",1,235,2023-01-19 21:43:20,1.7.0,NEGATIVE,0.9995001554489136
710583cd-5055-4073-a606-b370fd524339,Harun Raised,Vary good,5,0,2023-01-19 14:21:25,,POSITIVE,0.9968546032905579
0b02a7df-18fe-4eab-a8e6-a9f14a99c4ed,The Masty Ltd,Philistine a win,5,0,2023-01-19 07:26:58,1.7.0,POSITIVE,0.9977037310600281
9c08fd1a-4b2c-4797-9fb9-a270971295e3,Jatinder Singh,It's not working in my device oppo Reno 8 5g,1,3,2023-01-19 06:27:26,1.7.0,NEGATIVE,0.9994737505912781
b5b4ddce-fb94-4e37-964c-313c4de78309,Muhammad Khanfoor,Always system crash.,1,4,2023-01-19 06:17:12,1.7.0,NEGATIVE,0.9994682669639587
